asins,name,reviews.numHelpful,reviews.rating,reviews.text,reviews.title
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I first boughy alezxa from amazon and found the voice recognition and search algorithms lacking,Great. I returned Alexxa and love it
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I love this speaker it works wonderfully. Very recommend,Great
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Works just like echo but portable!! Great stuff. As described!,Great product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Amazon tap is one of my best buys this year so far...The only thing that could make the tap better is an upgrade so you don't have to tap every command....That would make it a 5star device....,A must have.....
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,I love this product. Great sound quality and at a good price,amazon tap
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I have the Amazon Tap (which I purchased at Best Buy about a month ago) and love it so much I bought one for my son and his family. They love it, too!",Great Product!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I wanted a speaker to listen to Pandora and go so much more! Being able to speak to Alexa and get news, weather, timer, light controls and so much more! Love the product!",Great addition to home devices
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I the awesome I use it at work at lot its loud enough to enjoy any where,It awesome
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Love Alexa. We currently have three devices that we use on a daily basis. I use one at work basically for streaming music. Great device. No problems connecting to any of them.,Love Alexa
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Smart, timely, very effective around the house. I have a Dot as well but the Tap has MUCH better sound. I had a Google Earth and replaced it with the TAP because Google was not as smart as Tappy!",Met all my expectations
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"It's very easy to connect devices, and it produces a good sound. I'm very pleased with this purchase.",User Friendly
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"I already own the Amazon Echo, so for smart speaker, it is one of the most handy devices out there. There is so many things you will find that you can do with it and the list keeps growing. Since the software update that allows you to use ""Always On"" voice commands like its big brother, it has become my go to device.Pros:- Wireless Bluetooth Smart Speaker - I take it to work and use it in the car, even when I travel for work- Sync's up with my popular music aps (Spotify, Pandora, etc)- Alexa is very responsive and can answer your questions quickly- The best Alarm Clock- I sync up with audio books and will use it on long car rides or business trips- Speaker is able to get loud- Control smart devices like lighting and my ecobee - Option to turn Off/On voice commands, can use tap button instead- Very long range for voice commandsCons:- Only single band Wi-Fi 2.4Ghz- Battery life when using ""Always On"" voice commands is short- Speaker quality is sub par for music compared to other Bluetooth speakersOverall the usefulness of this device is near perfect for my needs, with only minimal cons. I use this device pretty much every day and is small enough to make for an excellent travel companion.Tip for BESTBUY: You should carry cases for this device as I had to get my protector elsewhere",Great Device Made better with Sofware Update
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I like its flexibility, portability and it is the best value option of all three Alexas",The Tab is awesome
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Thank You. Great Product for all ages. Thank You!!,Great
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,We got this for my son for xmas. He loves it. He uses it daily.,My sons xmas gift
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"..exactly what I wanted, but the battery drains FAST when on hands free mode.",Nice but...
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,This Amazon tap is awesome! Take Alexa outside! The sound quality is amazing and the price is right!,To much Fun
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,My wife uses the Tap mostly to listen to music. She loves the fact that she can take it into aNY room of the house. No more having to turn up the sound to hear I'm different parts of the house.,Wife loves the TAP.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"This little speaker is way better that her mother. after that update making it hand free, i recommend to anyone.",ALEXA is the best
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,It is a great addition to my home office. My Alexa is upstairs.,Tap
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"Echo sounds better for music, but Tap gives me portability. Good to have both. Now Tap is voice activated, so it's all good.",Not bad.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Even as a speaker alone this item is worth the price!,Awesome Quality Speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"Alexa {speaking from the Amazon Tap) is great to have around ! Current news, personal planning details as well as details that might have been forgotten are all available from Alexa..... The Tap sits next to my bed on the nite stand where I can easily call up ijnfo from my bed or as I walk by during the day or nite. Especially useful for a review of my calendar so I can review my upcoming days plans. Try Alexa in a store and my guess is you will want her at your house!",Useful info and fun to have around
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Bought the Echo Tap, Echo Dot, Phillips Hue Starter Kit and a Honeywell Thermostat for my wife for her birthday.She loves it and so do I!Cant wait to add more automated products to it. No need to have my phone out fumbling through multiple apps to change lighting and temperature, check weather, play music, etc., I just ask Alexa to do it while I continue at what I'm doing.Also, when the Dot and Tap are in the same room, the one that is closest to you typically answers your requests. Nice device that will only improve with time.",We love this lil thing!!!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I'm amazed the sound quality out of this little speaker unit set up is easy and I recommend it,Great sound
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,you can ask alexa almost anything kids love it Plays all my music,great product for price
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,We love that it is portable and can move from room to room effortlessly.,Great addition to the Echo
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Great item, good service from Best Buy. It is uncanny that new and unique products are introduced often.",Amazing
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I bought this as a Christmas gift and it sounds amazing. And of course the integration is wonderful too.,Excellent sound
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,3,Great device I use it on a regular basis. good investment,Great product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,I haven't figured it out yet. So far it seems ok but I haven't used all of its potential yet.,Unsure
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"Overall sound is not as good as Echo, my primary source for Amazon content. However, the Tap is great for medium volume music and radio stations and as an alarm clock. It's portability sets it apart, however, it's nice to be able to take it from room to room and to the garage and patio without disconnecting. Recent software update now allows listening mode. It does require a brief pause after saying Alexa wake word, but it does work. This drains the battery more quickly but you can keep it in the charger base or toggle off listening mode at the touch of a button. The portability and voice activation now make this a worthwhile addition to my Echo, which is fabulous!",Good companion to Echo
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,3,"Much better than the echo dot. However, the fact that you have to touch the button to activate it instead of just talking to it is a bit annoying. Speaker is fairly powerful for its size.",Voice command only would be nice.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,3,"The product works well. However, you have to hold down the button to use the best part of the device, Alexa. I really wanted to take it back because it can be a little annoying to hold down the button every time you have a question but the sound quality of this product is just so dog on awesome!!",OK
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,The Amazon Tap has great sound and is responsive to requests for the songs and music I like. It has a rechargeable battery and is portable which is great for taking your music with you as you move around. Thumbs up for the Tap!,Great Sound
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Was easy to set up. Excellent sound quality for the price,Great for easy set up
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,This product is awesome. You can play your favorite music instantly. Also had great fun asking Alexa questions. Some serious some funny. We love it!!,So much fun!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Great speaker and Echo substitute. This is great for on the go as a Bluetooth speaker and when connected to the internet it works great using the Alexa app.,Great speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,The sound in this is on par with other high end portable speakers. That however is really just the tip of the iceberg. If you have amazon prime you can access all your music just by asking. Also this works if you have Phillips hue so you can turn the lights off and on with your voice.,excellent product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,I would recommend this Prouducts it had great full sound full sound with a conpack,Enjoy my amazion blue tooth speaker Great sound
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Works really well with echo and is really neat and fun,Awesome
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Amazon Tap is awesome! Very happy with the purchase!,Great Speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,2,"I'm thinking this must of been a fluke, it never worked. Had to return item but received full refund",It never worked
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Sounds great. Must touch to activate. Easy to use.,Great Speaker Quality
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"The Amazon Tap is the first step into making your home a smart home. It will act as a brain to everything else. Unfortunately, you'll have to invest quite a bit more for smart lights, thermostat, locks, etc. to get the full potential out of it. Alone, it merely acts as a Bluetooth speaker and extension of your phone.",Great start to a smart home
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"would get another, works great, having fun with all the options",great
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Unlike the larger version, this does not need to be plugged in..making it portable....although you have to press the button for every request..it's great to take with you where ever you go..fully rechargable",Great tool for quick information
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"The Amazon Tap puts out an impressive amount of sound for such a small device. A few things to note if you're not familiar with the Tap or haven't seen it in person:- It's roughly the size of a glass of water- By default, you do have to press the microphone button to talk to Alexa, but as of an update released on Feb 17th, 2017 there is an option in the Alexa app to make the Tap always listen without pushing the button (at the expense of battery life)- The speaker grille is not metal, though it looks like it in pictures. It's a mesh fabric, similar to what you'd feel on the end of some speaker grilles and micrphones. It's firm and comfortable to hold, but if you push hard enough it does flex. - Using a sling or other case will most likely not allow you to use the charging dock, as there is very little room between the tap and the dock for any kind of case.- You can charge the Tap using either the included dock or by plugging any micro USB cable (one is included) into the back of the speaker.",Excellent Sound in a Small Package
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Hi Everyone, Alexa is the best of the best. I feel like she knows me more and more each week. She is a STRONG speaker for my love of music. She knows like everything ever. I ask her crazy facts and she always responds with something. She does struggle a little with recent events. But that will get better with time. She is my home personal assistant and assists with managing my calendar. In a word. AWESOME!",I Love Alexa
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I Luke it a lot and good to for it for and good to,Great
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Great sound. Portable. The kids love it. Didn't think I would use it but I tend to use it a lot.,Love it
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,I would go for the Echo because you can talk to it. The tap you have to touch it before you can talk to it. The speaker is good though for it's size.,Good sound but you have to tap it
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Good loud sound. Very good speaker. Convenient voice commands to take outside of house.,Easy setup
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I bought this for my mother in law to use when she is outside gardening. She had a huuuge portable speaker that didn't sound very good and used many double 'd' batteries. This one sounds better and lasts all day. I was concerned she wouldn't be able to figure it out, but it is so user friendly she has no issues with it. She loves it and that is a good thing.",Mother-In-Law Christmas gift success
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Great speaker sound and ease of setup. Works great with Amazon music option.,Great sound - ease of setup and use
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Was gift fot my daughter. she seems to enjoy very much.,gift
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,My son requested this a a birthday gift. He is enjoying it everyday.,Fun product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"Good, but not overall as capable or comprehensive as I was hoping. Will continue to explore capabilities and Apps.",Good
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"This is a great personal speaker. I have both the Tap and the Echo. The only downside to the tap is you actually have to physically ""tap"" the mic button to activate Alexa. The sound quality is pretty good for the price. If you can afford it, I would upgrade to the Echo.",Great Speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Haven't been able to train Alexa like we've heard. Probably our own fault. We have fun with it.,We like it
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Bought it for a couple of my friends and it was a big hit with them! Very useful!,A Gift!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"best portable speaker I've ever owned. I use this everyday, mostly when getting ready in the morning or when I have guests over. Good sound quality and links to the Alexa app just like an Echo. It come with a charging base that allows you to not have it plugged in unlike the Echo. Also connects to a mobile device via bluetooth or aux cord.",Amazon Tap
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Very easy to setup and use. Still learning to maximize the usage. The instructio is too simple and not cover much using Alexa .,Very good bluetooth speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,3,When it works it's great but for some reason it doesn't always answer me When it doesn't answer me I turn off the tv and make sure no one else is talking and it still doesn't work at that time. It was easy to set up with the phone app. Doesn't seem to matter where the phone is when it isn't working. I've tried close and far and in between. So a case of great when it works and the pits when it doesn't,When it works I love it
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,It was an unexpected gift. I like this more than the Alexa because this one is portable. It's great for streaming music. My kids use it all the time. Only problem so far is it does not always understand what I'm saying. Especially when saying the name of a radio station. Sometimes takes few tries before I get what I'm looking for. It has great sound when playing music. Talk radio is not as good but understandable. If you want a portable speaker and Alexa this is the one to get.,Great gadget
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,3,You need to have amazon prime plus order a special music plan. Disappointing for sure. The sound is ok. I think the larger model is probably better.,Not what I thought
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Love the Tap! Bought it as a gift and love the sound quality. For such a small speaker, it packs a big punch!",Nicely Done
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,This Alexa is a super form of info with little wait time.,great source of info
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I love it it does everything I want can't believe how great it is,Great Amazon tap
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,3,"This product, while the speaker is great, fails to deliver with a voice interface. Use your cell phone or computer and buy an Echo Dot.",Tap - Fills a Gap That Didn't Need Filling
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,I am enjoying the Tap very much. Lot's to do and play with on the app. Still finding new things it can do daily. Great sound quality to play my music. I only wish that it had a better search engine.,Great sound and fun
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Got this for the family and we all love it. Great gift,Very good and fun
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Sleep design and works great. Ideal gift for the person who has everything.,Great product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"This was a excellent gift for the family, A good choice.",Great Gift
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Great product at a great price from Best Buy. Have to press a button rather than just saying her name, but that's the price you pay for it being cordless.",I choose Alexa over Siri any day
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,2,"This is fun but would not buy again. Not very informative. Keeps say ""I do not understand your question. """,A little fun but not very useful
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Bought it as a gift, she loves it. Very entertaining and wonderful volume, having lots of fun with it.",Lots of fun
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"WAS SURPRISED HOW GREAT THIS WORKS , MUSIC ASK IT QUESTIONS AWESOME",AWESOME
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Awesome product. Enjoy using it everyday. Would definitely recommend,Awesome
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,I enjoy it. It's gray for reading and working out.,Excellent
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I absolutely love my amazon echo. It is very convenient and handy.,Alexa
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Gift for my wife to listen to her music when she's sewing plus being able to purchase supplies as she runs out.,My wife loves it!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Overall I was a little skeptical because this wasn't the product I wanted. Turns out, it's amazing!",Great
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Really enjoy the interface and how integrate with the amazon music service .....great,Great device
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I added this to my echo collection great for on the go and around the house. I don't like that you have to tap it to activate,Awesome
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I bought this as a gift for my girlfriend and she loves it.,Perfect.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I absolutely LOVE my Amazon TAP. It in my opinion is the best blue-tooth speaker around and with the added skills when on wifi, the TAP is better than the Echo! Portable - YES! Sound Quality - OFF THE CHARTS! I blue-tooth this to my computer and listen to movies with GREAT Dolby sound quality. The battery life has been tested during a camping trip. 8 hours and it kept the charge! It's also easy to recharge it without the stand. Very Cool. BEST BUY's PRICE made it ALL THE BEST BUY OF THE CHRISTMAS SEASON! I picked up the item same day at a local Best Buy. The Experience was 1 - 2 - DONE. Very convenient, very helpful. I would recommend this to ALL my friends!!!",AMAZON TAP Best Portable Tech item of the Season!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,3,I bought this as a Christmas gift. I'm told that they are enjoying it and are very Happy with all it can do.,Great gift idea
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Alexa works great. It was easy to set-up and to us. My wife uses it for playing music through her iPhone and is very happy with it. I am always finding and learning new things with Alexa.,Two thumbs up.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I love its portability! The speakers are phenomenal!,Love my echo
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"this is a very good product, the speakers are good, the price was right. I liked everything about it, other than the fact that you had to press the button each time you wanted to talk to it, unlike the echo and the dot. The portability was good, but I didn't have much use for it being portable. Unless you are going to keep the Tap within arm's reach, you're better off with one of the other hands free voice activated products. recommended with caveats",very good product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,I love the Amazon Tap. The sound is great and it's completely portable. It lacks the convenience of touch free voice command but it cost less to compensate. Excellent product for the money!,Excellent sound quality
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Love the Tap, plays my daughter' s music. Works well if you are a Amazon Prime member.",Great product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"Was super easy to connect via Bluetooth - great sound, fun to use.",Great Gift
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,It works well it takes time for it to know your vocabulary,A great assistant
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Nice price for a gift idea at the time. Small compact version of Alexa.,Great price
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"The Tap has been wonderful! We use it as a timer, for a weather update and for general music. The sound is terrific. I would recommend this unit. It is certainly easy to use - just a tap away.",Great sound!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Serves my needs as required. Sound is good. Ability to move device where required is ideal,Happy
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Amazon is the tip of leading technology. Always have had great luck with their product.,I really enjoy Amazon Products
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,3,"Speaker is pretty loud and I love that I can take with me but the only downside is you have to hold the ""home"" button to use Alexa",Good Bluetooth device
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Love Alexa....it works so well. Speaker system is excellent and it is amazing how many things it does!,Great sound!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,You can take everywhere your music and with wifi you are connected with the world. The best is that the battery lasts a long time.,On the go
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Great service I loved all of the items and were great gifts,Great
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"From latest news flash, to weather info, to hearing a joke while cooking and waiting for Alexa to set a timer, the Amazon Tap is a fun tool to have around the house!",Great fun for the family
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,3,"If you want a Tap to make use of Amazon's Alexa voice services, then dont get one. The Tap is a fine enough Bluetooth speaker for wireless music, but the need to touch a button for voice services renders it far less valuable.",Ok for what it is
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Great sound and functionality. Minimal kinks in programming. Love it for my bedroom.,Awesome for college students
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Happy to have purchased this one for my birthday and this is the best,Work great
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,3,"Great sound, it needs to be a little more sophisticated in responding to inputs. For example, yesterday I told it to play Mexican music -- didn't know any, same with Mariachi Music. Could not play any, Odd,",A little hard to teach it
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Great for travel. It is very loud for its size. Over all I love it.,Tap
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,purchased this as a christmas gift for our son in law. he loved it and works well. great sound and loves the portability of the unit.,amazon tap
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,I love this little speaker. I can just voice activate an alarm time or ask Alexa the weather for the day. It's amazing,Technology is amazing
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Smaller version but works great just like the bigger product.,Great product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"The Tap is portable, has excellent sound quality and is a good value for the money.",The Amazon Tap is great!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I wanted the technology but didn't want something that listens to the ever-present conversation in my home. The Amazon Tap fit the bill since one must tap its button to get it to listen.It works and works very well.,Great Product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Speaker is really cool. Sounds great, easy to use. Love the fact that it is portable. Only downside I see from the more expensive model is you have to tap the button (not always listening)",Great sound quality
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Love, love, love this! Can't wait to use it on our deck this summer!",Works very well
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I added to a ""dot"" purchase for my daughter, and she loved it! The portability and charge feature she really likes. Great gift!",Great add-on to echo!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Overall, I am very impressed with the Amazon Tap. The sound quality isn't the best out there, but the portability makes up for this. The volume is decent as well. There were a few issues with connectivity over the holidays, but for the past month it has been flawless. Very satisfied with purchase.",Great device overall
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,3,Amazon Tap.. got it on Black Friday sale.. But so far feel not as easy as I think to use.. But if you just use as Bluetooth speaker and sound is good.. Maybe just have to learn how to use it more..,Not as good as I think..
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I was looking for a blutooth speaker to use with my phone but I didn't want to worry about things being ordered on my amazon account or the whole dreaded electronic eavsdropping that has been in the news the last few months. This speaker fits the bill as you can disable order by Alexa, and you have to manually push the listen button for the mic to pick up sound. The speaker quality is great for a portable option. The only thing that I don't like is the charging stand can lose connection if its not sitting just right, but I can't knock a star for this as they allow you to plug the cable directly into the unit itself which solves the problem.","Great ""dumb"" speaker"
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I absolutely love this speaker. It is easy to use and the app is user friendly. I have used it at the beach, pool, lake, and park I will not travel without it.",Great speaker for on the go
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Works great if you plan to have it in arms reach. You have to physically tap it to ask Alexa. Store rep knew what we wanted it for and never told us you had to tap, not voice activate. Returned to wait for indefinite out-of-stock Echo to get in eventually.",Great speaker and portable
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"Amazon Tap pretty much works as advertised, and understand that the product will evolve with system updates. Love how the weather, traffic, movies and sports scores/schedules are answered quickly and effortlessly. This was an excellent gift as I gave it to both my son and daughter and my son, unknowingly gave we a Tap back as well. Can't wait to see what improvements are made with the updates coming","works well, needs alittle more depth in searching"
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"The Tap works great, just like Alexa's little helper.",Alexa's little helper.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I bought it for my 15 year old daughter and she loves it. Her friends even loved it so much they went and bought them too.,Awesome speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Amazon Tap is exactly what I expected it would be. The sound quality is good with the Alexa features. I love that you can charge it on the base or with micro USB cord. I would recommend it to anyone that is interested in Amazon Echo and would like the portability.,Amazon Tap
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I bought this as a gift for Christmas and it was well liked,great product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,The only thing I have to recommend is that it will not hook up with a blue tooth device. Why is that?,Great for portability.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Alexa on the go. Works as Bluetooth speaker with your comparable phone.,Works great.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Don't know how I managed without Alexa. Everyone in the family is enjoying her.,Love it
